#Title: The Distribution of Thermal Pressures in the Diffuse, Cold Neutral
#       Medium of our Galaxy. II. An Expanded Survey of Interstellar C I
#       Fine-Structure Excitations
#Authors: Jenkins E.B., Tripp T.M.
#Table: Observed and Calculated Quantities in Specific Velocity Channels
#================================================================================
#Byte-by-byte Description of file: apj390295t4_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units    Label     Explanations
#--------------------------------------------------------------------------------
#   1- 11 A11    ---      Name      Target star name
#  13- 17 F5.1   km/s     RVel      Radial Velocity
#  19- 24 F6.3   ---      f1        f1
#  26- 30 F5.3   ---    e_f1        The 1{sigma} error in f1
#  32- 37 F6.3   ---      f2        f2
#  39- 43 F5.3   ---    e_f2        The 1{sigma} error in f2
#  45- 53 E9.2   cm-2     N(CIt)    Column density of C I in all 3 levels
#  55- 63 E9.2   cm-2     N(CII)    ? Inferred column density of C II
#  65- 69 F5.3   ---      g(low)    ? Fraction of C I at low pressure
#  71- 74 F4.2   [cm-3.K] log(p/k)  ? log(p/k) of the low pressure
#                                    fraction
#  76- 80 F5.2   [-]      log(I/I0) ? Log starlight intensity relative
#                                    to standard
Name,Vel,f1,e_f1,f2,e_f2,N(CIt),N(CII),g(low),log(p/k),log(I/I0)
HD185418,-4.0,0.105,0.014,0.034,0.013,9.58e+012,1.99e+016,0.963,3.20,0.35
HD185418,-3.5,0.093,0.017,0.041,0.015,8.06e+012,1.86e+016,0.940,3.05,0.31
HD185418,-3.0,0.083,0.020,0.044,0.018,6.73e+012,1.56e+016,0.932,2.95,0.25
HD185418,-2.5,0.085,0.024,0.039,0.022,5.51e+012,1.14e+016,0.940,3.00,0.23
HD192639,-20.5,0.284,0.025,0.113,0.021,6.98e+012,7.25e+015,0.879,3.87,0.64
HD192639,-18.0,0.206,0.008,0.069,0.004,4.14e+013,3.63e+016,0.929,3.64,0.38
HD192639,-17.5,0.212,0.008,0.067,0.004,4.77e+013,4.29e+016,0.940,3.67,0.41
HD192639,-17.0,0.224,0.008,0.064,0.004,5.04e+013,4.89e+016,0.953,3.71,0.46
HD192639,-16.5,0.236,0.009,0.061,0.004,5.00e+013,5.32e+016,0.966,3.75,0.52
HD192639,-16.0,0.241,0.009,0.060,0.004,4.76e+013,5.45e+016,0.974,3.77,0.56
HD192639,-15.5,0.238,0.009,0.059,0.004,4.39e+013,5.30e+016,0.973,3.76,0.57
HD192639,-15.0,0.231,0.009,0.058,0.004,3.96e+013,4.92e+016,0.967,3.73,0.56
HD192639,-14.5,0.223,0.010,0.055,0.005,3.58e+013,4.52e+016,0.975,3.71,0.55
HD192639,-14.0,0.214,0.010,0.052,0.005,3.32e+013,4.25e+016,0.975,3.68,0.53
HD192639,-13.5,0.207,0.010,0.051,0.005,3.21e+013,4.47e+016,0.971,3.65,0.54
HD192639,-13.0,0.198,0.009,0.051,0.005,3.22e+013,5.14e+016,0.965,3.61,0.56
HD192639,-12.5,0.192,0.009,0.050,0.005,3.36e+013,5.76e+016,0.969,3.59,0.57
HD192639,-12.0,0.182,0.008,0.048,0.004,3.70e+013,5.79e+016,0.967,3.56,0.51
HD192639,-11.5,0.173,0.007,0.047,0.004,4.34e+013,5.50e+016,0.962,3.53,0.42
HD192639,-11.0,0.165,0.007,0.045,0.003,5.13e+013,5.46e+016,0.963,3.51,0.34
HD192639,-10.5,0.169,0.007,0.044,0.003,5.59e+013,5.86e+016,0.966,3.53,0.35
HD192639,-10.0,0.188,0.008,0.046,0.003,5.35e+013,6.22e+016,0.975,3.60,0.43
HD192639,-9.5,0.207,0.008,0.048,0.004,4.89e+013,6.01e+016,0.980,3.66,0.50
HD192639,-9.0,0.215,0.009,0.051,0.004,4.49e+013,5.27e+016,0.976,3.69,0.50
HD192639,-8.5,0.215,0.008,0.054,0.004,4.10e+013,4.40e+016,0.970,3.69,0.48
HD192639,-8.0,0.225,0.009,0.058,0.005,3.47e+013,3.62e+016,0.967,3.72,0.49
HD192639,-7.5,0.267,0.010,0.069,0.006,2.52e+013,2.84e+016,0.969,3.84,0.61
HD192639,-7.0,0.284,0.011,0.077,0.008,1.87e+013,1.95e+016,0.968,3.90,0.64
HD192639,-6.5,0.297,0.013,0.083,0.011,1.32e+013,1.07e+016,0.963,3.94,0.59
HD192639,-6.0,0.289,0.017,0.074,0.015,9.85e+012,3.97e+015,0.977,3.94,0.36
HD192639,-5.5,0.279,0.022,0.058,0.019,7.48e+012,5.71e+015,1.000,3.90,0.52
HD192639,-5.0,0.261,0.028,0.051,0.025,5.70e+012,9.14e+015,1.000,3.83,0.71
HD195965,-19.0,0.054,0.024,0.023,0.015,4.49e+012,9.15e+015,0.966,2.73,0.11
HD195965,-18.5,0.070,0.021,0.033,0.013,4.92e+012,1.23e+016,0.951,2.82,0.26
HD195965,-18.0,0.096,0.022,0.030,0.014,4.63e+012,1.59e+016,0.963,3.02,0.50
HD195965,-17.5,0.146,0.025,0.012,0.017,4.04e+012,1.56e+016,1.000,3.37,0.74
HD195965,-17.0,0.160,0.029,-0.013,0.020,3.38e+012,1.17e+016,1.000,3.50,0.75
HD195965,-15.5,0.163,0.029,0.065,0.018,3.38e+012,5.87e+015,0.914,3.40,0.49
HD195965,-15.0,0.212,0.022,0.067,0.014,4.33e+012,6.00e+015,0.936,3.63,0.56
HD195965,-14.5,0.232,0.017,0.064,0.011,5.62e+012,5.68e+015,0.956,3.72,0.52
HD195965,-14.0,0.231,0.014,0.078,0.009,7.43e+012,3.97e+015,0.920,3.72,0.32
HD195965,-13.5,0.232,0.011,0.104,0.007,1.04e+013,3.98e+015,0.862,3.70,0.21
HD195965,-13.0,0.243,0.009,0.122,0.005,1.57e+013,3.97e+015,0.824,3.72,0.11
HD195965,-12.0,0.273,0.010,0.086,0.004,3.28e+013,1.02e+016,0.933,3.87,0.26
HD195965,-11.5,0.257,0.010,0.072,0.003,3.41e+013,1.61e+016,0.957,3.82,0.35
HD195965,-11.0,0.224,0.010,0.059,0.003,3.34e+013,1.88e+016,0.963,3.72,0.32
HD195965,-10.5,0.193,0.009,0.049,0.003,3.53e+013,1.84e+016,0.970,3.63,0.22
HD195965,-10.0,0.171,0.008,0.044,0.002,3.94e+013,1.84e+016,0.969,3.55,0.12
HD195965,-9.5,0.162,0.007,0.042,0.002,4.51e+013,2.17e+016,0.968,3.52,0.10
HD195965,-9.0,0.161,0.007,0.039,0.002,5.09e+013,2.75e+016,0.978,3.52,0.14
HD195965,-8.5,0.163,0.007,0.037,0.002,5.31e+013,3.29e+016,0.984,3.53,0.19
HD195965,-8.0,0.170,0.007,0.037,0.002,4.74e+013,3.53e+016,0.986,3.55,0.27
HD195965,-6.5,0.186,0.009,0.040,0.004,1.42e+013,1.67e+016,0.988,3.59,0.46
HD195965,-6.0,0.165,0.012,0.029,0.007,9.17e+012,9.44e+015,0.999,3.53,0.36
HD198478,-21.0,0.268,0.028,0.130,0.022,7.15e+012,1.01e+016,0.815,3.72,0.75
HD198478,-19.5,0.348,0.013,0.103,0.010,1.82e+013,2.49e+016,0.958,4.03,0.93
HD198478,-19.0,0.341,0.012,0.097,0.008,2.37e+013,3.27e+016,0.964,4.01,0.92
HD198478,-18.5,0.300,0.012,0.086,0.006,3.21e+013,4.02e+016,0.951,3.89,0.79
HD198478,-18.0,0.272,0.010,0.078,0.005,4.09e+013,4.69e+016,0.947,3.81,0.70
HD198478,-17.5,0.263,0.010,0.077,0.004,4.71e+013,5.02e+016,0.947,3.79,0.66
HD198478,-17.0,0.257,0.009,0.077,0.004,5.16e+013,5.28e+016,0.942,3.77,0.63
HD198478,-16.5,0.246,0.009,0.076,0.004,5.40e+013,5.11e+016,0.934,3.73,0.57
HD198478,-16.0,0.229,0.009,0.075,0.004,5.41e+013,4.81e+016,0.929,3.68,0.51
HD198478,-15.5,0.215,0.009,0.071,0.004,5.25e+013,4.60e+016,0.927,3.63,0.47
HD198478,-15.0,0.205,0.009,0.066,0.004,5.06e+013,4.59e+016,0.931,3.60,0.45
HD198478,-14.5,0.194,0.008,0.063,0.004,4.95e+013,4.60e+016,0.935,3.56,0.43
HD198478,-14.0,0.181,0.008,0.060,0.004,4.89e+013,4.42e+016,0.933,3.51,0.38
HD198478,-13.5,0.173,0.008,0.058,0.004,4.87e+013,4.14e+016,0.936,3.48,0.34
HD198478,-13.0,0.179,0.007,0.057,0.004,5.01e+013,3.97e+016,0.940,3.51,0.33
HD198478,-12.5,0.188,0.007,0.058,0.004,5.39e+013,4.13e+016,0.941,3.55,0.35
HD198478,-12.0,0.201,0.007,0.061,0.003,6.00e+013,4.41e+016,0.940,3.60,0.38
HD198478,-11.5,0.213,0.008,0.067,0.003,6.54e+013,4.55e+016,0.936,3.64,0.39
HD198478,-11.0,0.224,0.008,0.074,0.003,6.65e+013,4.30e+016,0.926,3.67,0.40
HD198478,-10.5,0.227,0.008,0.079,0.004,6.22e+013,3.74e+016,0.910,3.67,0.38
HD198478,-10.0,0.219,0.008,0.082,0.004,5.40e+013,3.04e+016,0.898,3.64,0.33
HD198478,-9.5,0.206,0.008,0.083,0.004,4.46e+013,2.15e+016,0.893,3.60,0.26
HD198478,-9.0,0.193,0.009,0.080,0.005,3.60e+013,1.55e+016,0.894,3.55,0.17
HD198478,-8.5,0.187,0.010,0.075,0.006,2.90e+013,1.17e+016,0.901,3.53,0.13
HD198478,-8.0,0.192,0.012,0.073,0.007,2.43e+013,1.02e+016,0.907,3.56,0.17
HD198478,-7.5,0.206,0.013,0.077,0.008,2.21e+013,1.09e+016,0.904,3.60,0.26
HD198478,-7.0,0.219,0.013,0.082,0.008,2.17e+013,1.29e+016,0.903,3.64,0.35
HD198478,-6.5,0.234,0.012,0.087,0.008,2.14e+013,1.43e+016,0.902,3.69,0.43
HD198478,-6.0,0.248,0.012,0.090,0.008,1.95e+013,1.37e+016,0.900,3.73,0.48
HD198478,-5.5,0.257,0.012,0.094,0.010,1.65e+013,1.25e+016,0.898,3.76,0.53
HD198478,-5.0,0.256,0.014,0.099,0.012,1.38e+013,1.31e+016,0.886,3.74,0.60
HD198478,-4.5,0.236,0.015,0.098,0.013,1.21e+013,1.59e+016,0.875,3.65,0.64
HD198478,-4.0,0.211,0.017,0.089,0.015,1.06e+013,1.81e+016,0.881,3.54,0.65
HD198478,-3.5,0.181,0.019,0.076,0.017,9.24e+012,1.65e+016,0.893,3.43,0.58
HD198478,-3.0,0.155,0.022,0.063,0.019,8.05e+012,1.19e+016,0.913,3.35,0.45
HD198478,-2.5,0.134,0.025,0.056,0.022,7.23e+012,7.58e+015,0.921,3.28,0.27
HD198478,-2.0,0.104,0.027,0.048,0.023,6.67e+012,5.68e+015,0.928,3.13,0.08
HD198781,-11.5,0.148,0.025,0.042,0.016,1.79e+013,1.99e+016,0.957,3.35,0.42
HD198781,-11.0,0.149,0.018,0.039,0.011,2.58e+013,2.42e+016,0.966,3.37,0.37
HD198781,-10.5,0.138,0.013,0.039,0.008,3.72e+013,2.86e+016,0.961,3.33,0.27
HD198781,-10.0,0.130,0.010,0.043,0.006,5.03e+013,3.31e+016,0.946,3.28,0.18
HD198781,-9.5,0.141,0.009,0.053,0.006,5.97e+013,3.66e+016,0.929,3.31,0.19
HD198781,-9.0,0.174,0.010,0.067,0.006,6.00e+013,3.74e+016,0.912,3.44,0.30
HD198781,-8.5,0.224,0.012,0.085,0.007,5.16e+013,3.30e+016,0.897,3.62,0.46
HD198781,-7.0,0.314,0.020,0.139,0.014,2.18e+013,1.14e+016,0.826,3.89,0.65
HD198781,-6.5,0.330,0.027,0.153,0.019,1.46e+013,1.26e+016,0.808,3.93,0.85
HD201345,-21.0,0.125,0.027,-0.009,0.029,3.52e+012,1.00e+016,1.000,3.50,0.48
HD201345,-20.5,0.109,0.023,0.008,0.023,4.25e+012,9.03e+015,1.000,3.40,0.32
HD201345,-20.0,0.105,0.020,0.018,0.020,4.95e+012,7.64e+015,1.000,3.37,0.19
HD201345,-19.5,0.102,0.018,0.020,0.018,5.50e+012,6.48e+015,0.994,3.36,0.09
HD201345,-19.0,0.094,0.017,0.015,0.017,5.66e+012,6.14e+015,1.000,3.33,0.03
HD201345,-18.5,0.082,0.018,0.004,0.018,5.46e+012,7.31e+015,1.000,3.29,0.08
HD201345,-18.0,0.073,0.020,-0.006,0.020,5.04e+012,9.75e+015,1.000,3.25,0.18
HD201345,-17.5,0.069,0.022,-0.008,0.022,4.59e+012,1.22e+016,1.000,3.20,0.28
HD201345,-17.0,0.065,0.023,0.004,0.023,4.27e+012,1.36e+016,1.000,3.09,0.30
HD201345,-16.5,0.054,0.024,0.022,0.024,4.14e+012,1.46e+016,0.968,2.78,0.20
HD201345,-16.0,0.041,0.025,0.030,0.023,4.15e+012,1.60e+016,0.947,2.36,0.03
HD201345,-15.5,0.031,0.025,0.026,0.024,4.11e+012,1.75e+016,0.952,2.00,-0.10
HD201345,-15.0,0.040,0.026,0.017,0.024,4.03e+012,1.84e+016,0.975,2.52,0.18
HD201345,-14.5,0.058,0.026,0.012,0.025,3.93e+012,1.62e+016,0.994,2.91,0.32
HD201345,-14.0,0.075,0.026,0.014,0.025,3.91e+012,1.24e+016,0.996,3.11,0.32
HD201345,-13.5,0.076,0.026,0.020,0.025,3.86e+012,1.05e+016,0.983,3.10,0.25
HD201345,-13.0,0.064,0.027,0.019,0.026,3.67e+012,1.12e+016,0.979,2.97,0.23
HD201345,-12.5,0.064,0.029,0.020,0.028,3.38e+012,1.28e+016,0.978,2.93,0.30
HD201345,-8.5,0.190,0.026,0.058,0.028,3.21e+012,8.58e+015,0.950,3.64,0.60
HD201345,-8.0,0.204,0.022,0.072,0.024,3.73e+012,1.05e+016,0.925,3.67,0.65
HD201345,-7.5,0.227,0.018,0.076,0.020,4.50e+012,1.26e+016,0.932,3.75,0.70
HD201345,-7.0,0.246,0.015,0.075,0.017,5.30e+012,1.37e+016,0.948,3.83,0.72
HD201345,-6.5,0.261,0.014,0.076,0.015,5.93e+012,1.37e+016,0.952,3.88,0.71
HD201345,-6.0,0.270,0.013,0.080,0.015,6.17e+012,1.30e+016,0.952,3.91,0.70
HD201345,-5.5,0.269,0.014,0.086,0.015,5.96e+012,1.21e+016,0.940,3.91,0.70
HD201345,-5.0,0.259,0.015,0.091,0.017,5.33e+012,1.17e+016,0.915,3.86,0.70
HD201345,-4.5,0.242,0.018,0.093,0.019,4.52e+012,1.08e+016,0.899,3.79,0.68
HD201345,-4.0,0.226,0.021,0.089,0.023,3.82e+012,9.33e+015,0.895,3.73,0.65
HD201345,-3.5,0.219,0.024,0.080,0.027,3.31e+012,7.26e+015,0.913,3.73,0.60
HD202347,-19.0,0.225,0.027,0.089,0.019,4.56e+012,1.89e+015,0.896,3.74,0.15
HD202347,-18.5,0.211,0.024,0.097,0.016,5.39e+012,2.18e+015,0.866,3.67,0.09
HD202347,-18.0,0.201,0.019,0.099,0.013,6.92e+012,5.97e+015,0.854,3.60,0.30
HD202347,-17.5,0.215,0.013,0.099,0.009,1.01e+013,1.03e+016,0.864,3.66,0.40
HD202347,-17.0,0.224,0.009,0.090,0.006,1.68e+013,1.69e+016,0.891,3.71,0.43
HD202347,-16.5,0.225,0.007,0.083,0.004,2.62e+013,2.39e+016,0.912,3.73,0.40
HD202347,-16.0,0.236,0.007,0.069,0.003,4.08e+013,2.59e+016,0.950,3.80,0.32
HD202347,-15.5,0.236,0.007,0.072,0.003,4.42e+013,1.98e+016,0.945,3.80,0.20
HD202347,-15.0,0.242,0.007,0.075,0.003,4.11e+013,1.17e+016,0.942,3.83,0.08
HD202347,-14.5,0.245,0.008,0.078,0.003,3.55e+013,8.86e+015,0.939,3.84,0.05
HD202347,-14.0,0.246,0.009,0.077,0.004,3.07e+013,1.21e+016,0.939,3.83,0.19
HD202347,-13.5,0.246,0.009,0.075,0.004,2.88e+013,1.66e+016,0.944,3.83,0.31
HD202347,-13.0,0.239,0.008,0.071,0.004,3.06e+013,1.73e+016,0.949,3.81,0.29
HD202347,-12.5,0.233,0.008,0.064,0.003,3.48e+013,1.55e+016,0.962,3.80,0.20
HD202347,-12.0,0.227,0.007,0.059,0.003,3.77e+013,1.51e+016,0.969,3.79,0.15
HD202347,-11.5,0.222,0.007,0.056,0.003,3.65e+013,1.78e+016,0.975,3.77,0.20
HD202347,-11.0,0.212,0.007,0.053,0.003,3.33e+013,2.05e+016,0.974,3.74,0.25
HD202347,-10.5,0.205,0.008,0.050,0.003,3.05e+013,2.05e+016,0.978,3.71,0.25
HD202347,-10.0,0.209,0.008,0.049,0.003,2.95e+013,1.69e+016,0.980,3.73,0.22
HD202347,-9.5,0.222,0.008,0.055,0.003,3.11e+013,1.27e+016,0.976,3.78,0.15
HD202347,-9.0,0.215,0.007,0.063,0.003,3.50e+013,9.75e+015,0.953,3.75,0.00
HD202347,-8.5,0.195,0.006,0.067,0.003,3.82e+013,8.25e+015,0.930,3.67,-0.14
HD202347,-8.0,0.183,0.006,0.065,0.003,3.58e+013,8.08e+015,0.929,3.63,-0.16
HD202347,-7.5,0.204,0.007,0.069,0.004,2.45e+013,8.73e+015,0.930,3.69,0.04
HD202347,-7.0,0.212,0.009,0.069,0.005,1.65e+013,9.05e+015,0.934,3.71,0.20
HD202347,-6.5,0.222,0.013,0.069,0.008,1.05e+013,7.57e+015,0.944,3.75,0.32
HD202347,25.5,0.411,0.030,0.124,0.023,3.45e+012,5.71e+013,1.000,4.36,-0.38
HD202347,26.0,0.432,0.030,0.106,0.024,3.39e+012,5.71e+013,1.000,4.42,-0.34
HD203374,-26.5,0.210,0.027,0.101,0.023,3.85e+012,3.97e+015,0.854,3.57,0.47
HD203374,-26.0,0.175,0.022,0.107,0.018,4.96e+012,3.97e+015,0.821,3.39,0.26
HD203374,-25.5,0.203,0.017,0.072,0.015,6.33e+012,6.82e+015,0.920,3.59,0.47
HD203374,-25.0,0.187,0.015,0.064,0.013,7.41e+012,3.97e+015,0.927,3.56,0.20
HD203374,-24.5,0.200,0.013,0.058,0.011,9.22e+012,3.97e+015,0.950,3.63,0.18
HD203374,-24.0,0.224,0.011,0.064,0.009,1.17e+013,8.44e+015,0.953,3.70,0.41
HD203374,-23.5,0.226,0.011,0.093,0.008,1.24e+013,1.48e+016,0.882,3.64,0.56
HD203374,-23.0,0.246,0.010,0.095,0.008,1.39e+013,1.16e+016,0.889,3.73,0.51
HD203374,-22.5,0.274,0.010,0.097,0.007,1.57e+013,9.42e+015,0.905,3.84,0.48
HD203374,-22.0,0.281,0.010,0.116,0.007,1.71e+013,1.47e+016,0.863,3.83,0.61
HD203374,-21.5,0.304,0.011,0.129,0.007,1.77e+013,1.29e+016,0.848,3.91,0.63
HD203374,-21.0,0.312,0.013,0.132,0.008,1.73e+013,1.67e+016,0.851,3.93,0.73
HD203374,-20.5,0.283,0.013,0.102,0.008,1.66e+013,2.26e+016,0.899,3.83,0.75
HD203374,-20.0,0.279,0.015,0.087,0.008,1.50e+013,2.14e+016,0.932,3.83,0.75
HD203374,-19.5,0.285,0.017,0.104,0.009,1.38e+013,1.44e+016,0.898,3.85,0.68
HD203374,-19.0,0.257,0.015,0.101,0.008,1.49e+013,1.47e+016,0.885,3.76,0.59
HD203374,-18.5,0.232,0.012,0.077,0.007,1.82e+013,1.33e+016,0.926,3.71,0.43
HD203374,-18.0,0.241,0.012,0.075,0.006,2.01e+013,1.26e+016,0.934,3.75,0.41
HD203374,-17.5,0.231,0.010,0.073,0.005,2.58e+013,2.03e+016,0.934,3.71,0.45
HD203374,-17.0,0.191,0.007,0.062,0.003,3.77e+013,2.80e+016,0.935,3.57,0.32
HD203374,-16.5,0.180,0.006,0.059,0.003,4.42e+013,2.70e+016,0.934,3.54,0.23
HD203374,-16.0,0.169,0.006,0.056,0.002,5.84e+013,2.93e+016,0.938,3.51,0.14
HD203374,-14.5,0.188,0.006,0.064,0.002,1.17e+014,3.45e+016,0.930,3.59,0.03
HD203374,-14.0,0.196,0.007,0.069,0.003,9.76e+013,3.64e+016,0.922,3.60,0.12
HD203374,-13.5,0.190,0.009,0.065,0.003,7.88e+013,3.01e+016,0.931,3.59,0.11
HD203374,-13.0,0.174,0.008,0.053,0.003,7.97e+013,3.56e+016,0.949,3.54,0.12
HD203374,-12.5,0.156,0.006,0.043,0.002,1.05e+014,3.36e+016,0.964,3.49,-0.04
HD203374,-12.0,0.150,0.005,0.038,0.001,1.44e+014,3.77e+016,0.974,3.48,-0.12
HD203374,-11.5,0.162,0.005,0.044,0.002,1.57e+014,4.74e+016,0.965,3.52,-0.03
HD203374,-11.0,0.175,0.006,0.054,0.002,1.37e+014,4.57e+016,0.948,3.55,0.03
HD203374,-10.0,0.195,0.005,0.063,0.002,7.06e+013,3.84e+016,0.935,3.60,0.24
HD203374,-9.5,0.169,0.005,0.058,0.002,5.16e+013,2.46e+016,0.934,3.51,0.12
HD203374,-9.0,0.166,0.006,0.050,0.003,3.62e+013,1.39e+016,0.951,3.51,0.04
HD203374,-8.5,0.187,0.008,0.052,0.004,2.49e+013,1.78e+016,0.957,3.58,0.31
HD203374,-8.0,0.189,0.009,0.057,0.005,1.88e+013,1.37e+016,0.947,3.58,0.32
HD203374,-7.5,0.181,0.009,0.049,0.005,1.53e+013,6.39e+015,0.963,3.58,0.13
HD203374,-7.0,0.155,0.008,0.045,0.006,1.46e+013,9.49e+015,0.958,3.46,0.18
HD203374,-6.5,0.155,0.009,0.048,0.006,1.27e+013,1.42e+016,0.949,3.43,0.36
HD203374,-6.0,0.182,0.011,0.045,0.008,9.99e+012,3.98e+015,0.974,3.59,0.11
HD203374,-5.5,0.202,0.012,0.048,0.009,8.45e+012,3.97e+015,0.976,3.65,0.22
HD203374,-5.0,0.194,0.016,0.077,0.012,6.48e+012,3.97e+015,0.903,3.57,0.27
HD203374,-4.5,0.242,0.020,0.096,0.015,4.92e+012,4.04e+015,0.883,3.71,0.48
HD203374,-4.0,0.311,0.024,0.087,0.020,3.73e+012,3.97e+015,0.961,3.95,0.74
HD203532,17.5,0.436,0.020,0.199,0.015,2.56e+013,1.25e+016,0.854,4.40,1.24
HD203532,18.0,0.434,0.026,0.204,0.020,1.72e+013,8.89e+015,0.841,4.40,1.26
HD206267,-21.5,0.261,0.021,0.106,0.022,6.78e+012,3.97e+015,0.868,3.73,0.53
HD206267,-21.0,0.256,0.017,0.095,0.017,8.86e+012,2.60e+016,0.889,3.61,0.99
HD206267,-20.5,0.272,0.015,0.071,0.014,1.09e+013,1.43e+016,0.962,3.77,0.80
HD206267,-20.0,0.243,0.012,0.076,0.010,1.56e+013,3.98e+015,0.929,3.72,0.23
HD206267,-19.5,0.236,0.011,0.073,0.008,2.20e+013,2.63e+016,0.931,3.65,0.68
HD206267,-19.0,0.219,0.010,0.064,0.005,3.87e+013,2.37e+016,0.941,3.63,0.44
HD206267,-18.5,0.197,0.007,0.065,0.003,6.93e+013,2.99e+016,0.926,3.55,0.26
HD206267,-17.0,0.154,0.008,0.053,0.003,2.43e+014,4.07e+016,0.935,3.41,-0.18
HD206267,-16.5,0.163,0.008,0.059,0.003,3.41e+014,3.77e+016,0.924,3.45,-0.28
HD206267,-16.0,0.203,0.010,0.073,0.003,3.81e+014,4.67e+016,0.910,3.59,-0.12
HD206267,-15.5,0.227,0.010,0.075,0.003,3.79e+014,5.21e+016,0.919,3.67,-0.01
HD206267,-15.0,0.262,0.012,0.088,0.004,2.74e+014,2.99e+016,0.911,3.79,0.03
HD206267,-14.5,0.266,0.014,0.091,0.005,1.96e+014,5.27e+016,0.903,3.78,0.31
HD206267,-14.0,0.239,0.012,0.075,0.004,1.80e+014,6.59e+016,0.924,3.70,0.33
HD206267,-13.5,0.215,0.011,0.052,0.003,1.80e+014,7.11e+016,0.967,3.64,0.29
HD206267,-13.0,0.179,0.009,0.049,0.003,1.72e+014,8.29e+016,0.956,3.51,0.25
HD206267,-12.5,0.180,0.010,0.052,0.003,1.53e+014,6.68e+016,0.951,3.51,0.22
HD206267,-12.0,0.227,0.012,0.050,0.003,1.26e+014,6.78e+016,0.978,3.68,0.42
HD206267,-11.5,0.238,0.014,0.061,0.004,9.67e+013,5.75e+016,0.961,3.70,0.48
HD206267,-11.0,0.241,0.014,0.062,0.004,9.29e+013,2.96e+016,0.962,3.73,0.30
HD206267,-10.5,0.251,0.014,0.060,0.004,9.59e+013,2.65e+016,0.968,3.76,0.28
HD206267,-10.0,0.211,0.011,0.063,0.004,1.11e+014,4.43e+016,0.938,3.61,0.28
HD206267,-9.5,0.221,0.009,0.065,0.003,1.25e+014,4.01e+016,0.936,3.65,0.24
HD206267,-8.5,0.244,0.009,0.089,0.004,7.00e+013,3.12e+016,0.898,3.70,0.41
HD206267,-8.0,0.222,0.009,0.074,0.004,4.85e+013,2.86e+016,0.921,3.63,0.44
HD206267,-6.5,0.241,0.012,0.060,0.010,1.26e+013,3.98e+015,0.966,3.73,0.30
HD206267,-6.0,0.213,0.015,0.038,0.014,8.96e+012,3.97e+015,0.998,3.65,0.33
HD206267,-5.5,0.220,0.018,0.041,0.018,7.18e+012,7.18e+015,0.996,3.64,0.59
HD206267,-5.0,0.186,0.026,0.028,0.026,4.99e+012,3.97e+015,1.000,3.55,0.44
HD206773,-22.5,0.345,0.020,0.054,0.022,8.11e+012,2.32e+015,1.000,4.11,0.39
HD206773,-20.5,0.261,0.011,0.076,0.007,2.71e+013,1.79e+016,0.948,3.83,0.45
HD206773,-20.0,0.240,0.010,0.068,0.006,3.14e+013,1.63e+016,0.950,3.77,0.32
HD206773,-19.5,0.224,0.010,0.064,0.006,3.20e+013,1.32e+016,0.952,3.73,0.21
HD206773,-19.0,0.209,0.009,0.062,0.006,3.05e+013,1.19e+016,0.947,3.68,0.15
HD206773,-18.5,0.202,0.010,0.061,0.007,2.85e+013,1.34e+016,0.948,3.65,0.19
HD206773,-18.0,0.204,0.010,0.058,0.007,2.74e+013,1.53e+016,0.955,3.66,0.25
HD206773,-17.5,0.213,0.010,0.058,0.007,2.84e+013,1.54e+016,0.960,3.69,0.27
HD206773,-17.0,0.219,0.009,0.061,0.006,3.25e+013,1.45e+016,0.955,3.71,0.22
HD206773,-16.5,0.219,0.008,0.062,0.005,3.95e+013,1.60e+016,0.952,3.71,0.19
HD206773,-16.0,0.211,0.007,0.061,0.004,4.72e+013,2.11e+016,0.949,3.68,0.20
HD206773,-15.5,0.199,0.007,0.056,0.004,5.25e+013,2.86e+016,0.954,3.64,0.23
HD206773,-15.0,0.181,0.007,0.052,0.004,5.44e+013,3.59e+016,0.954,3.57,0.24
HD206773,-14.5,0.161,0.006,0.048,0.004,5.37e+013,4.04e+016,0.955,3.49,0.22
HD206773,-14.0,0.144,0.006,0.044,0.004,5.10e+013,3.87e+016,0.955,3.42,0.17
HD206773,-13.5,0.136,0.006,0.040,0.004,4.73e+013,3.01e+016,0.960,3.40,0.09
HD206773,-13.0,0.140,0.006,0.036,0.004,4.36e+013,2.04e+016,0.970,3.44,0.01
HD206773,-12.5,0.141,0.007,0.033,0.004,4.05e+013,1.77e+016,0.978,3.45,-0.00
HD206773,-12.0,0.139,0.007,0.030,0.005,3.83e+013,2.27e+016,0.985,3.44,0.09
HD206773,-11.5,0.127,0.007,0.027,0.005,3.64e+013,2.88e+016,0.986,3.38,0.15
HD206773,-11.0,0.114,0.007,0.024,0.005,3.38e+013,2.82e+016,0.988,3.32,0.12
HD206773,-10.5,0.107,0.007,0.022,0.006,2.96e+013,2.19e+016,0.990,3.29,0.05
HD206773,-10.0,0.107,0.008,0.023,0.007,2.41e+013,1.69e+016,0.988,3.29,0.04
HD206773,-8.5,0.141,0.015,0.046,0.015,1.12e+013,1.16e+016,0.951,3.39,0.26
HD206773,-8.0,0.138,0.018,0.040,0.019,8.79e+012,5.51e+015,0.963,3.41,0.09
